,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3,school_GP,school_MS,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other
147,0,15,1,0,1,4,4,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,6,14,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
148,0,15,0,0,1,1,1,3,1,1,0,0,0,1,1,1,1,1,5,5,5,1,1,1,2,9,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
149,1,15,1,0,1,4,3,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,6,11,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
150,0,15,1,0,0,3,3,1,2,0,0,0,0,0,0,1,0,1,1,3,2,2,3,1,24,9,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
151,1,16,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,5,0,13,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
152,1,16,1,1,1,2,2,2,1,0,0,1,0,1,1,1,1,0,2,3,3,2,2,2,4,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
153,0,15,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,0,4,2,2,1,1,5,2,13,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
154,0,16,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,4,11,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
155,1,17,1,0,1,2,1,1,1,0,0,1,0,0,1,1,1,0,5,4,5,1,2,5,22,6,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
156,0,15,1,0,1,1,1,1,2,0,0,1,0,0,1,1,1,0,4,4,2,1,2,5,0,12,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
157,0,15,1,1,0,2,1,2,1,0,0,1,0,1,1,0,1,1,4,4,2,1,1,5,0,10,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
158,0,15,1,0,1,3,2,1,2,1,0,1,0,0,1,1,1,0,3,3,2,1,1,3,2,11,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
159,0,15,1,0,1,1,2,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,5,6,13,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
160,0,15,1,0,1,1,2,1,2,0,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6,11,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
161,1,16,1,0,1,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,16,8,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
162,1,15,1,1,0,2,1,4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,11,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
163,1,18,1,1,1,1,1,1,1,2,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
164,1,16,1,1,1,2,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,10,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
165,0,15,0,0,1,3,3,2,3,0,0,1,1,1,1,1,1,1,4,2,1,2,3,3,2,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
166,1,19,1,0,1,3,2,1,1,0,0,1,0,0,1,0,1,1,4,5,4,1,1,4,6,11,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
167,0,17,1,0,1,4,4,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,13,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
168,1,15,0,0,1,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,0,8,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
169,1,17,0,1,1,1,2,1,1,3,0,0,0,0,1,1,0,0,2,2,2,3,3,5,14,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
170,0,18,0,0,1,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,11,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
171,1,16,0,0,1,2,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,4,11,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
172,1,16,1,0,1,3,3,1,2,1,0,1,0,0,1,1,1,1,4,5,5,4,4,5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
173,1,16,1,1,1,1,2,2,1,2,0,0,0,0,0,1,1,0,4,4,5,3,5,5,0,10,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
174,1,17,0,1,1,2,1,2,1,1,0,0,1,1,1,0,1,1,3,3,2,2,2,5,8,9,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
175,1,17,0,0,1,3,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,4,8,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
176,1,15,1,1,1,1,2,2,1,0,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2,10,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
177,1,16,1,0,1,1,3,1,1,1,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,8,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
178,1,17,0,1,1,1,1,4,2,0,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,8,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
179,1,17,1,0,1,3,2,2,1,3,0,1,0,1,0,0,0,0,4,5,2,1,1,2,10,8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
180,1,16,1,0,1,2,2,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0,11,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
181,0,16,1,0,1,4,2,1,2,0,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,18,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
182,0,16,1,0,1,2,2,1,2,0,0,1,0,0,0,1,1,0,5,1,5,1,1,4,0,13,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
183,0,16,1,0,1,4,4,1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
184,1,16,1,0,1,3,4,3,1,1,0,1,0,1,0,1,1,0,3,4,5,2,4,2,4,10,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
185,1,16,1,0,1,1,0,2,2,0,0,1,0,1,1,1,1,1,4,3,2,1,1,3,0,18,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
186,1,17,1,1,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,4,4,1,3,5,0,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
187,0,16,1,0,1,1,3,1,2,0,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,13,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
188,0,16,1,1,1,3,3,2,2,0,0,1,0,1,1,1,1,0,4,4,5,1,1,4,0,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
189,1,17,1,1,1,4,3,2,2,0,0,0,0,1,1,1,1,0,4,4,4,4,4,4,0,11,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
190,0,16,1,0,1,2,2,2,2,0,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
191,1,17,1,0,1,3,3,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
192,1,16,0,0,1,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,8,11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
193,1,17,1,0,1,4,3,1,2,0,0,1,1,1,1,1,1,1,5,2,3,1,1,2,4,13,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
194,1,16,1,0,1,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,4,11,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
195,1,16,1,0,1,3,3,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0,13,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
196,0,17,1,0,1,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,17,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
197,0,17,1,1,1,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,32,14,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
198,0,16,1,0,1,3,2,1,2,0,0,1,0,0,1,1,1,0,1,2,2,1,2,1,8,16,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
199,1,17,1,0,1,3,3,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,6,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
200,1,16,1,0,1,1,2,1,1,0,0,1,0,1,1,1,1,1,3,3,3,1,2,3,0,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
201,1,16,1,1,1,2,1,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,16,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
202,0,17,1,0,0,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,14,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
203,1,17,0,0,1,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6,10,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
204,0,16,1,0,1,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,13,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
205,0,17,1,0,1,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,12,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
206,1,17,1,0,1,1,2,2,2,0,0,0,0,1,0,1,1,0,4,4,4,4,5,5,16,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
207,1,16,0,0,1,3,3,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
208,1,16,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,12,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
209,0,17,1,1,1,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,16,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
210,1,17,1,0,1,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,14,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
211,1,16,0,1,1,3,3,3,1,0,0,1,0,1,1,1,1,0,3,3,4,3,5,3,16,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
212,0,17,1,0,1,4,4,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,30,16,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
213,0,16,1,1,1,4,4,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
214,0,16,1,0,1,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,15,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
215,0,16,1,0,1,2,3,1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
216,0,17,1,0,1,1,1,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,15,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
217,0,17,0,0,1,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,21,13,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
218,0,16,0,0,1,2,2,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
219,0,17,1,0,1,3,4,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,14,8,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
220,0,16,1,0,0,3,1,1,2,0,0,1,0,0,1,1,1,0,2,3,3,2,2,4,2,12,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
221,0,16,1,0,1,4,3,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
222,0,16,1,0,1,1,1,2,1,0,0,1,0,0,1,1,0,0,4,3,2,1,4,5,2,13,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
223,0,17,0,0,1,4,3,2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
224,0,19,1,0,1,3,3,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
225,1,17,1,1,1,4,4,1,2,0,0,1,0,0,1,1,1,1,5,3,5,4,5,3,15,12,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
226,0,16,1,0,0,2,2,1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0,13,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
227,1,18,1,0,1,2,2,1,2,0,0,1,0,1,1,1,1,0,4,4,4,2,4,5,10,11,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
228,0,17,0,1,1,4,4,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
229,0,17,1,1,1,3,2,2,2,0,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
230,0,17,1,0,1,4,3,1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,16,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
231,1,18,1,1,1,3,3,1,2,0,0,1,0,0,1,1,1,0,3,2,4,2,4,4,10,10,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
232,0,17,1,0,1,2,3,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,13,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
233,0,17,1,0,1,2,2,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0,13,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
234,0,17,0,0,1,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
235,0,17,1,0,1,1,1,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
236,0,16,1,0,1,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
237,1,18,1,0,1,2,2,2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9,10,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
238,0,16,1,0,1,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,16,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
239,0,18,0,0,1,3,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
240,0,17,1,0,1,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,17,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
241,1,17,1,1,1,2,3,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,3,3,0,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
242,1,18,1,1,1,2,1,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2,11,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
243,0,17,1,0,0,2,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,16,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
244,0,17,1,1,1,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
245,1,17,0,0,1,2,2,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,13,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
246,1,17,1,0,1,4,4,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,0,13,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
247,1,16,1,0,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0,14,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
248,1,16,1,1,1,1,1,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2,9,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
249,1,16,1,0,1,3,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
250,1,17,1,1,1,2,2,1,2,0,0,0,0,1,0,1,1,1,4,4,2,5,5,4,0,16,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
251,0,16,1,0,1,2,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,4,10,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
252,0,16,1,0,0,4,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,13,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
253,0,18,1,1,0,2,4,2,2,1,0,1,0,0,1,1,1,0,4,3,3,1,1,3,18,10,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
254,0,18,1,1,1,2,2,1,2,1,0,1,0,0,0,1,1,1,5,3,1,1,1,5,16,10,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
255,0,18,1,0,1,3,3,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,14,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
256,1,18,1,0,1,2,2,1,1,1,0,1,0,1,0,0,1,1,4,4,3,2,2,1,26,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
257,1,17,1,0,1,4,4,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,6,9,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
258,0,17,1,0,1,3,2,1,2,0,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,15,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
259,0,17,1,1,1,1,1,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10,10,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
260,0,16,1,0,1,1,2,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,11,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
261,0,17,0,0,1,2,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
262,0,17,0,1,0,1,4,4,1,1,0,1,0,0,1,1,1,0,5,5,4,1,1,5,14,8,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
263,1,18,1,0,1,2,2,1,2,0,0,0,0,0,1,0,1,0,5,5,4,3,5,2,16,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
264,0,17,1,1,0,2,2,1,1,1,0,1,0,0,0,0,1,0,3,1,2,1,1,1,8,10,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
265,0,17,0,1,1,1,1,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
266,0,17,1,1,0,4,2,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4,14,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
267,1,17,1,1,1,4,3,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,8,15,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
268,1,17,0,1,0,4,4,2,2,0,0,1,0,0,1,1,1,0,3,3,3,2,3,4,0,12,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
269,1,16,1,1,1,4,3,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,15,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
270,1,16,1,0,1,4,4,1,1,0,0,0,1,1,1,1,1,0,5,3,2,1,2,5,4,15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
271,0,17,1,0,1,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,12,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
272,1,17,0,0,1,1,1,2,3,0,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2,15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
273,0,17,1,0,1,3,3,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,3,5,10,11,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
274,0,17,1,0,1,1,1,1,2,0,1,0,0,0,0,1,0,1,4,3,2,1,1,4,10,10,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
275,0,18,1,0,1,2,1,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,11,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
276,1,16,1,0,1,2,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7,16,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
277,0,17,1,0,1,1,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,11,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
278,1,17,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,13,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
279,1,22,1,0,1,3,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,12,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
280,1,18,0,1,1,3,3,1,2,0,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,10,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
281,1,16,1,0,1,0,2,1,1,0,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
282,1,18,1,0,1,3,2,2,1,0,0,0,0,0,1,0,1,0,4,4,5,2,4,5,8,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
283,1,16,1,0,1,3,3,3,2,1,1,1,0,0,0,1,1,0,5,3,3,1,3,2,4,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
284,1,18,1,0,1,2,1,1,1,2,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
285,1,16,0,0,1,2,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,2,12,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
286,1,17,0,0,1,2,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,13,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
287,1,17,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,0,10,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
288,0,18,1,1,0,2,1,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2,13,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
289,0,17,1,1,1,4,2,1,4,0,0,1,0,1,1,1,1,0,4,2,3,1,1,4,2,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
290,0,19,1,0,1,2,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,11,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
291,1,18,1,1,1,2,1,3,2,1,0,0,0,1,0,0,1,0,4,4,5,4,4,5,4,11,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
292,0,17,0,0,1,4,2,1,3,0,0,1,0,1,1,1,1,0,4,3,4,1,3,5,2,14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
293,0,18,1,1,1,1,1,1,3,0,0,1,0,0,0,1,0,0,4,4,3,2,3,3,4,14,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
294,0,18,0,0,1,2,2,1,2,0,1,0,0,0,1,1,0,0,3,2,3,1,1,5,4,13,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
295,1,19,1,1,0,4,3,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,4,14,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
